name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Elias Garcia,,6,2,0,165.1,56.7,170.18,Southpaw,13-09-1992
Elias Silverio,Xuxu,13,3,0,180.34,70.31,185.42,Orthodox,22-09-1986
Elias Theodorou,The Spartan,16,3,0,185.42,83.91,190.5,Orthodox,31-05-1988
Elias Urbina,,3,1,0,190.5,83.91,195.58,Southpaw,09-10-1993
Eliot Marshall,Fire,10,4,0,187.96,92.99,195.58,Orthodox,07-07-1980
Elise Reed,,7,4,0,160.02,52.16,160.02,Orthodox,05-12-1992
Elisha Helsper,Knuckles,0,4,0,167.64,61.23,,Orthodox,06-02-1983
Elizabeth Phillips,,6,6,0,167.64,61.23,165.1,Orthodox,20-08-1986
Elizeu Zaleski dos Santos,Capoeira,24,7,1,180.34,77.11,185.42,Orthodox,11-12-1986
Elves Brener,,16,3,0,177.8,70.31,182.88,Orthodox,27-09-1997
Elvis Mutapcic,The King,15,6,1,182.88,83.91,182.88,Orthodox,19-07-1986
Elvis Sinosic,The King of Rock n' Rumble,7,11,2,190.5,92.99,195.58,Orthodox,13-02-1971
Emanuel Newton,The Hardcore Kid,26,12,1,185.42,92.99,,,
Emil Meek,Valhalla,9,5,1,180.34,77.11,187.96,Switch,20-08-1988
Emiliano Linares,Golden Bull,8,2,0,172.72,65.77,182.88,Orthodox,21-04-1997
Emiliano Sordi,He-Man,16,7,0,187.96,92.99,,Orthodox,15-02-1991
Emilio Chavez,,12,9,0,175.26,65.77,,,
Emilio Cuellar,Show Kid,6,1,0,,56.7,,,
Emily Ducote,Gordinha,13,8,0,157.48,52.16,160.02,Orthodox,01-01-1994
Emily Fernandez,,0,0,0,,,,,
Emily Kagan,,3,3,0,160.02,52.16,,,
Emily Whitmire,Spitfire,4,5,0,165.1,56.7,160.02,Orthodox,24-05-1991
Emmanuel Sanchez,El Matador,15,3,0,175.26,65.77,180.34,,
Emmanuel Yarborough,,1,2,0,203.2,349.27,,Open Stance,05-09-1960
Emrah Sonmez,Anatolian Wolf,14,5,0,177.8,65.77,180.34,Orthodox,26-06-1992
Enrique Barzola,El Fuerte,17,5,2,170.18,65.77,177.8,Orthodox,28-04-1989
Enrique Marin,Wasabi,10,4,0,177.8,77.11,,,
Enrique Watson,,3,1,0,,83.91,,,
Enson Inoue,Yamato Damashii,12,8,0,177.8,95.25,,Orthodox,15-04-1967
Eperaim Ginting,The Wolfman,6,1,0,162.56,61.23,162.56,Orthodox,30-11-1995
Eric Bedard,Lucky Strikes,6,7,0,187.96,108.41,,,
Eric Castile,,3,2,0,172.72,65.77,,,
Eric Esch,Butterbean,15,10,1,180.34,158.76,,Orthodox,03-08-1968
Eric Galvan,,0,0,0,,70.31,,,
Eric Irvin,,11,4,0,172.72,70.31,,,
Eric Jacob,,1,9,0,,70.31,,,
Eric Lawson,,9,5,0,182.88,83.91,,Orthodox,
Eric Magana,,1,1,0,,,,,
Eric Martin,,0,1,0,,,,,
Eric Schafer,Red,14,8,2,190.5,83.91,193.04,Orthodox,20-09-1977
Eric Schambari,,15,6,0,180.34,83.91,,Orthodox,22-04-1978
Eric Schwartz,,2,0,0,,92.99,,,
Eric Shelton,Showtime,12,6,0,167.64,56.7,172.72,Orthodox,02-02-1991
Eric Smith,,1,1,0,,,,Southpaw,
Eric Spicely,Zebrinha,12,6,0,185.42,83.91,185.42,Orthodox,29-09-1986
Eric Steenberg,,5,1,0,,70.31,,,
Eric Wisely,Little Lee,26,9,1,172.72,65.77,,Southpaw,25-07-1984
Eric Wray,,5,1,0,182.88,77.11,,Orthodox,
Erick Gonzalez,The Ghost Pepper,14,8,0,180.34,70.31,190.5,Orthodox,20-01-1992
Erick Montano,Perry,7,5,0,182.88,77.11,185.42,Orthodox,19-11-1985
Erick Sanchez,,8,3,0,177.8,65.77,,,
Erick Silva,,19,9,0,182.88,77.11,187.96,Orthodox,21-06-1984
Erick Wanderlei,,3,3,0,185.42,92.99,,Orthodox,
Ericka Almeida,,7,3,0,167.64,52.16,,Orthodox,05-03-1989
Erik Apple,,10,3,0,182.88,77.11,,Orthodox,26-08-1977
Erik Koch,Phoenix,16,6,0,177.8,77.11,180.34,Southpaw,04-10-1988
Erik Perez,Goyito,17,6,0,172.72,61.23,172.72,Orthodox,19-11-1989
Erik Silva,The King,9,2,0,175.26,65.77,180.34,Orthodox,16-03-1987
Erin Blanchfield,Cold Blooded,12,1,0,162.56,56.7,167.64,Orthodox,04-05-1999
Erisson Ferreira,Gato,12,2,0,167.64,56.7,177.8,Orthodox,03-05-1991
Ernest Chavez,EJ,10,2,0,172.72,65.77,177.8,Orthodox,27-06-1983
Ernesta Kareckaite,Heavy-Handed,5,0,1,175.26,56.7,180.34,Orthodox,05-07-1998
Ernie Verdicia,,0,1,0,180.34,90.26,,Orthodox,
Errol Zimmerman,The Bonecrusher,0,1,0,190.5,83.91,,Orthodox,20-04-1986
Eryk Anders,Ya Boi,15,8,0,185.42,83.91,190.5,Southpaw,21-04-1987
Esteban Ribovics,El Gringo,12,1,0,177.8,70.31,175.26,Orthodox,27-04-1996
Estefani Almeida,,7,3,0,162.56,56.7,,Orthodox,17-10-1988
Estevan Payan,El Terrible,16,12,0,177.8,65.77,,Orthodox,14-03-1982
Eugene Jackson,The Wolf,15,9,1,172.72,83.91,,Orthodox,23-09-1966
Eugenio Tadeu,,2,3,0,172.72,72.57,,Orthodox,
Eun Soo Lee,,17,4,0,185.42,97.52,,Orthodox,07-03-1982
Evan Dunham,,18,9,1,177.8,70.31,177.8,Southpaw,18-12-1981
Evan Elder,The Phenom,8,2,0,177.8,70.31,182.88,Switch,11-04-1997
Evan Esguerra,,8,7,0,,65.77,,,
Evan Tanner,,32,8,0,182.88,83.91,187.96,Orthodox,11-02-1971
Evangelista Santos,Cyborg,21,18,0,177.8,77.11,193.04,Orthodox,12-12-1977
Everett Cummings,,12,0,0,,92.99,,,
Everett Sims,Sexual Chocolate,4,1,0,195.58,117.93,195.58,Southpaw,04-09-1988
Ewerton Teixeira,,3,1,0,185.42,109.77,,,
Fabian Gonzalez,,2,1,0,177.8,61.23,,,
Fabiano Iha,,9,5,0,172.72,70.31,,Orthodox,28-07-1970
Fabiano Scherner,Pegaleve,11,10,0,190.5,116.57,,Orthodox,30-06-1972
Fabio Aguiar,,17,1,0,182.88,83.91,,,
Fabio Cherant,Water Buffalo,7,4,0,185.42,92.99,187.96,Southpaw,25-11-1994
Fabio Gurgel,,3,2,0,182.88,92.99,,Orthodox,
Fabio Maldonado,Caipira de Aco,23,11,0,185.42,92.99,190.5,Orthodox,17-03-1980
Fabio Mello,,11,8,0,165.1,70.31,,Southpaw,
Fabio Nascimento,Negao,11,6,0,177.8,83.91,,Orthodox,
Fabio Silva,,1,8,0,180.34,92.99,,Orthodox,31-03-1982
Fabiola Pidroni,The Queen,5,0,0,,52.16,,,
Fabricio Camoes,Morango,14,9,1,177.8,70.31,180.34,Orthodox,23-12-1978
Fabricio Guerreiro,,21,5,0,177.8,65.77,,,
Fabricio Werdum,Vai Cavalo,24,9,1,193.04,104.78,195.58,Orthodox,30-07-1977
Falaniko Vitale,Niko,30,11,0,177.8,83.91,,Orthodox,14-07-1974
Fares Ziam,Smile Killer,14,4,0,185.42,70.31,190.5,Orthodox,21-03-1997
Farid Basharat,Ferocious,11,0,0,172.72,61.23,180.34,Orthodox,02-08-1997
Fazlo Mulabitinovic,,4,2,0,,61.23,,,
Federico Lopez,Kiko,10,6,0,162.56,63.05,,Orthodox,
Fedor Emelianenko,The Last Emperor,36,5,0,182.88,104.33,187.96,Orthodox,28-09-1976
Fedor Nikolov,,0,0,0,,,,,
Felice Herrig,Lil Bulldog,14,10,0,162.56,52.16,165.1,Orthodox,18-09-1984
Felicia Spencer,FeeNom,9,3,0,167.64,65.77,172.72,Orthodox,29-11-1990
Felipe Arantes,Sertanejo,18,10,1,172.72,61.23,185.42,Orthodox,09-02-1988
Felipe Bunes,Felipinho,13,6,0,170.18,56.7,175.26,Orthodox,29-10-1989
Felipe Colares,Cabocao,10,4,0,172.72,65.77,175.26,Orthodox,31-03-1994
Felipe dos Santos,Lipe Detona,7,1,0,170.18,56.7,177.8,Orthodox,11-09-2000
Felipe Olivieri,,14,5,0,175.26,70.31,,Orthodox,12-04-1985
Felipe Pena,Preguica,0,0,0,,,,,
Felipe Portela,Balboa,9,2,0,,77.11,,,
Felipe Silva,,8,2,0,182.88,70.31,195.58,Orthodox,08-05-1984
Felix Klinkhammer,,7,0,0,182.88,77.11,,,
Felix Lee Mitchell,,2,7,0,,,,Orthodox,
Fellipe Andrew,,0,0,0,,,,,
Feng Pengchao,,15,9,1,,61.23,,,
Fernando Bettega,,7,5,0,,77.11,,,
Fernando Bruno,Acougueiro,15,4,0,167.64,65.77,,,
Fernando Gonzalez,The Menifee Maniac,26,14,0,175.26,77.11,172.72,Southpaw,15-09-1983
Fernando Padilla,El Valiente,15,5,0,185.42,65.77,193.04,Orthodox,15-12-1996
Fernie Garcia,,10,4,0,170.18,61.23,170.18,Orthodox,12-04-1992
Filip Pejic,,12,2,2,172.72,61.23,,Orthodox,21-07-1992
Fiona Muxlow,,6,3,0,162.56,65.77,,,
Flavio Luiz Moura,,19,7,0,180.34,83.01,,Open Stance,
Floyd Sword,,12,3,0,182.88,83.91,,Orthodox,24-08-1976
Forrest Griffin,,19,7,0,190.5,92.99,195.58,Orthodox,16-03-1979
Forrest Petz,The Meat Cleaver,26,10,0,175.26,77.11,180.34,Orthodox,22-09-1975
Francesco Maturi,,0,1,0,,,,,
Francimar Barroso,Bodao,19,7,0,185.42,92.99,190.5,Orthodox,28-02-1980
Francis Carmont,Limitless,25,12,0,190.5,92.99,198.12,Orthodox,11-10-1981
Francis Marshall,Fire,7,2,0,175.26,65.77,182.88,Orthodox,03-03-1999
Francis Ngannou,The Predator,17,3,0,193.04,113.4,210.82,Orthodox,05-09-1986
Francisco Bueno,,5,2,0,175.26,102.06,,Orthodox,
Francisco Figueiredo,Sniper,13,5,1,167.64,56.7,172.72,Southpaw,23-10-1989
Francisco France,Kiko,13,5,1,182.88,92.99,,,
Francisco Prado,,12,1,0,177.8,70.31,175.26,Orthodox,16-06-2002
Francisco Rivera,Cisco,11,7,0,172.72,61.23,177.8,Orthodox,08-10-1981
Francisco Trevino,Sitkayan,13,3,0,175.26,70.31,177.8,Orthodox,17-12-1981
Francisco Trinaldo,Massaranduba,28,9,0,175.26,77.11,177.8,Southpaw,24-08-1978
Francois Botha,White Buffalo,0,1,0,187.96,117.93,,Orthodox,28-09-1968
Frank Camacho,The Crank,22,10,0,177.8,70.31,185.42,Orthodox,18-05-1989
Frank Caracci,,2,3,0,,,,,
Frank Gomez,,10,6,0,177.8,61.23,170.18,Orthodox,31-03-1986
Frank Hamaker,,1,0,0,,,,,
Frank Lester,,11,6,0,180.34,77.11,,Orthodox,10-06-1984
Frank Megallon,,2,3,0,177.8,83.91,,Southpaw,
Frank Mir,,18,11,0,190.5,119.75,200.66,Southpaw,24-05-1979
Frank Shamrock,,23,10,2,177.8,83.91,,Orthodox,08-12-1972
Frank Trigg,Twinkle Toes,21,9,0,175.26,77.11,180.34,Southpaw,07-05-1972
Frankie Edgar,The Answer,23,11,1,167.64,61.23,172.72,Orthodox,16-10-1981
Frankie Perez,,10,4,0,180.34,70.31,185.42,Orthodox,11-05-1989
Frankie Saenz,,13,7,0,167.64,61.23,167.64,Orthodox,12-08-1980
Fred Ettish,,1,1,0,182.88,81.65,,Southpaw,
Frederick Brown,,3,2,0,182.88,106.59,,,
Fredson Paixao,,10,5,0,167.64,65.77,167.64,Orthodox,13-05-1979
Fredy Serrano,El Profe,3,2,0,160.02,56.7,165.1,Orthodox,22-09-1979
Gabe Green,Gifted,11,5,0,177.8,77.11,185.42,Switch,02-05-1993
Gabe Lemley,,13,9,0,172.72,70.31,,Orthodox,
Gabe Ruediger,Godzilla,18,8,0,177.8,70.31,,Orthodox,29-08-1977
Gabriel Arges,,0,0,0,,77.11,,,
Gabriel Benitez,Moggly,23,11,0,172.72,70.31,180.34,Southpaw,15-06-1988
Gabriel Bonfim,Marretinha,15,1,0,185.42,77.11,182.88,Orthodox,20-08-1997
Gabriel Carrasco,,7,0,0,167.64,61.23,,,
Gabriel Checco,Zangief,10,2,0,185.42,83.91,,Switch,03-04-1986
Gabriel Gonzaga,Napao,17,11,0,187.96,109.77,193.04,Orthodox,18-05-1979
Gabriel Miglioli,Biel,9,9,0,172.72,77.11,,,
Gabriel Miranda,Fly,17,6,0,180.34,65.77,180.34,Orthodox,25-03-1990
Gabriel Salinas-Jones,,5,2,1,185.42,111.13,,,
Gabriel Santos,Mosquitinho,10,2,0,175.26,65.77,177.8,Orthodox,28-11-1996
Gabriel Silva,,8,2,0,167.64,61.23,180.34,Orthodox,26-08-1994
Gabriella Fernandes,Gabi,8,3,0,167.64,56.7,167.64,Southpaw,13-08-1993
Gabrielle Holloway,Gabanator,6,5,0,160.02,65.77,,,
Gadzhi Omargadzhiev,,13,2,0,185.42,77.11,180.34,Switch,24-02-1993
Gadzhimurad Antigulov,,20,8,0,180.34,92.99,177.8,Orthodox,09-02-1987
Gaetano Pirrello,El Tigre,15,7,1,170.18,61.23,165.1,Orthodox,29-04-1992
Galore Bofando,,5,3,0,180.34,77.11,182.88,Switch,22-05-1982
Gan McGee,The Giant,13,5,0,208.28,120.2,,Orthodox,20-11-1976
Gareth Joseph,,9,5,0,,92.99,,,
Garett Whiteley,Goodnight,7,3,0,182.88,70.31,182.88,Orthodox,13-12-1980
Garreth McLellan,Soldier Boy,13,6,0,185.42,83.91,182.88,Southpaw,01-09-1982
Garrett Armfield,,9,3,0,167.64,61.23,177.8,Orthodox,09-10-1996
Garrett Gross,,11,7,0,175.26,70.31,,Orthodox,08-08-1988
Garrett Mueller,,3,3,0,175.26,61.23,,,
Gary Frazier,,3,3,0,182.88,111.13,,Orthodox,
Gary Goodridge,Big Daddy,23,22,1,190.5,112.94,,Orthodox,17-01-1966
Gary Mangat,,15,3,0,170.18,61.23,,,
Gary Padilla,,12,6,0,180.34,92.99,,,
Gary Quan,,3,5,0,172.72,64.86,,,
Gary Tapusoa,,8,3,0,170.18,83.91,,,
Gasan Umalatov,Cobra,17,4,2,180.34,77.11,180.34,Orthodox,11-09-1982
Gaston Bolanos,The Dreamkiller,7,3,0,170.18,61.23,175.26,Orthodox,14-09-1992
Gaston Reyno,Tonga,6,2,0,182.88,65.77,,,
Gavin Tucker,Guv'nor,13,3,0,167.64,65.77,167.64,Southpaw,17-06-1986
Geane Herrera,La Pulga,9,3,0,165.1,56.7,167.64,Orthodox,27-05-1990
Gegard Mousasi,,42,6,2,187.96,83.91,193.04,Orthodox,01-08-1985
Genaro Valdez,Rayadito,10,3,0,175.26,70.31,182.88,Orthodox,16-01-1992
Genki Sudo,Neo-Samurai,15,4,2,175.26,70.31,,Orthodox,08-03-1978
Gennaro Strangis,,0,1,0,,,,,
Geoff Neal,Handz of Steel,15,5,0,180.34,77.11,190.5,Southpaw,28-08-1990
George Allen,,13,19,2,187.96,92.99,,Open Stance,13-01-1967
George Bush,,5,2,0,185.42,92.99,,,
George Hardwick,King,12,2,0,177.8,70.31,182.88,Orthodox,06-12-1996
George Pacurariu,Constantine,10,5,0,170.18,61.23,,,
George Roop,,15,13,1,185.42,61.23,182.88,Orthodox,10-11-1981
George Sotiropoulos,,14,7,0,177.8,70.31,180.34,Orthodox,09-07-1977
George Stork,,7,9,0,177.8,83.91,,,
George Sullivan,The Silencer,17,7,0,182.88,77.11,185.42,Orthodox,13-03-1981
George Zuniga,,3,1,0,175.26,83.91,,,
Georges St-Pierre,Rush,26,2,0,180.34,83.91,193.04,Orthodox,19-05-1981
Georgi Karakhanyan,Insane,26,7,1,172.72,65.77,,,
Gerald Harris,,23,5,0,180.34,83.91,195.58,Southpaw,19-11-1979
Gerald Meerschaert,GM3,35,17,0,185.42,83.91,195.58,Southpaw,18-12-1987
Gerald Strebendt,The Finishing Machine,9,7,0,175.26,70.31,,Orthodox,01-03-1979
Geraldo de Freitas,Spartan,12,6,0,170.18,61.23,182.88,Orthodox,30-09-1991
Gerard Gordeau,,2,2,0,195.58,97.98,,Orthodox,30-03-1959
Germaine de Randamie,The Iron Lady,10,4,0,175.26,61.23,180.34,Orthodox,24-04-1984
Geronimo dos Santos,Mondragon,39,19,0,190.5,119.75,,Orthodox,17-08-1980
Gerric Hayes,,8,11,0,177.8,,,,
Gerry Harris,,1,4,0,203.2,122.47,,Orthodox,
Gesias Cavalcante,JZ,21,10,1,172.72,70.31,180.34,Orthodox,06-07-1983
Geza Kalman,,4,9,0,185.42,90.72,,,
Giacomo Lemos,,6,0,0,190.5,112.04,190.5,Orthodox,23-06-1989
Gian Siqueira,Pitbull,19,5,0,185.42,77.11,187.96,Orthodox,23-06-1994
Gian Villante,,17,14,0,190.5,104.33,193.04,Orthodox,18-08-1985
Gideon Ray,,17,15,1,177.8,83.91,,Southpaw,27-05-1973
Giga Chikadze,Ninja,15,3,0,182.88,65.77,187.96,Orthodox,25-08-1988
Gigo Jara,The Little Animal,6,9,0,175.26,65.77,,,
Gil Castillo,,8,5,0,175.26,77.11,,Southpaw,21-10-1965
Gilbert Aldana,El Peligro,6,2,0,185.42,113.4,,Orthodox,25-08-1977
Gilbert Burns,Durinho,22,6,0,177.8,77.11,180.34,Orthodox,20-07-1986
Gilbert Jimenez,,8,12,1,,70.31,,,
Gilbert Melendez,El Nino,22,8,0,175.26,65.77,185.42,Orthodox,12-04-1982
Gilbert Rael,,1,3,0,172.72,70.31,,,
Gilbert Smith,,12,6,0,175.26,83.91,,Southpaw,19-10-1981
Gilbert Urbina,The RGV Bad Boy,7,3,0,190.5,77.11,190.5,Orthodox,05-04-1996
Gilbert Yvel,The Hurricane,39,16,1,187.96,102.06,195.58,Orthodox,30-06-1976
Gilles Arsene,,1,1,0,175.26,86.18,,Southpaw,
Gillian Robertson,The Savage,12,8,0,165.1,52.16,160.02,Orthodox,17-05-1995
Gina Carano,Conviction,7,1,0,172.72,65.77,,Orthodox,16-04-1982
Gina Mazany,Danger,7,6,0,167.64,56.7,172.72,Southpaw,19-08-1988
Gisele Moreira,,8,3,0,167.64,61.23,,Orthodox,14-01-1981
Glaico Franca Moreira,Nego,15,5,0,182.88,70.31,195.58,Orthodox,28-02-1991
Gleidson Cutis,Poney,7,4,0,175.26,70.31,,Orthodox,07-02-1989
Gleison Tibau,,33,14,0,177.8,70.31,180.34,Southpaw,07-10-1983
Gleristone Santos,Toninho Furia,33,7,0,175.26,65.77,,,
Gloria de Paula,Glorinha,6,5,0,165.1,52.16,170.18,Orthodox,10-06-1995
Glover Teixeira,,33,9,0,187.96,92.99,193.04,Orthodox,28-10-1979
Godofredo Pepey,,13,6,0,170.18,65.77,185.42,Orthodox,02-07-1987
Goiti Yamauchi,,21,3,0,177.8,65.77,,,
Gokhan Saki,The Rebel,1,2,0,182.88,92.99,185.42,Orthodox,19-10-1983
Goldman Butler,,1,4,0,,,,,
Goran Reljic,,15,8,0,190.5,92.99,205.74,Southpaw,20-03-1984
Grant Dawson,KGD,20,2,1,177.8,70.31,182.88,Switch,20-02-1994
Gray Maynard,,13,7,1,175.26,70.31,177.8,Orthodox,09-05-1979
Greg Hardy,Prince of War,7,5,0,195.58,120.2,203.2,Orthodox,28-07-1988
Greg McIntyre,,6,4,0,177.8,70.31,,Orthodox,21-04-1980
Greg Nagy,,1,3,0,185.42,95.25,,Orthodox,18-10-1983
Greg Rebello,Ribz,24,8,0,182.88,108.86,185.42,Southpaw,13-06-1982
Greg Scott,,3,4,0,175.26,65.77,,,
Greg Soto,,9,4,0,180.34,77.11,185.42,Orthodox,03-06-1986
Greg Stott,Ranger,0,1,0,170.18,99.79,,Southpaw,
Greg Velasco,The Viking King,6,1,0,187.96,120.2,177.8,Southpaw,23-09-1993
Greg Wilson,,2,3,0,,70.31,,,
Gregor Gillespie,The Gift,14,1,0,170.18,70.31,180.34,Orthodox,13-11-1986
Gregory Bouchelaghem,,5,4,0,187.96,83.01,,Switch,
Gregory Rodrigues,Robocop,14,5,0,190.5,83.91,190.5,Orthodox,17-02-1992
Grigory Popov,,13,3,0,170.18,61.23,172.72,Switch,18-04-1984
Guangyou Ning,Smasher,5,4,1,162.56,65.77,162.56,Southpaw,15-12-1981
Gugun Gusman,The Tiger,8,4,0,170.18,61.23,172.72,Orthodox,03-03-1990
Guido Cannetti,Ninja,10,8,0,167.64,61.23,172.72,Southpaw,19-12-1979
Guilherme Costa,The Prodigy,7,1,0,,70.31,,,
Guilherme Vasconcelos,Bomba,9,4,0,182.88,83.91,,Orthodox,23-03-1986
Guilherme Viana,,7,3,0,193.04,92.99,,,
Gunnar Nelson,Gunni,19,5,1,180.34,77.11,182.88,Switch,28-07-1988
Guram Kutateladze,Georgian Viking,12,4,0,180.34,70.31,182.88,Orthodox,08-01-1992
Gustavo Gabriel,,13,1,0,167.64,56.7,,Orthodox,01-04-1994
Gustavo Lopez,,12,6,1,165.1,61.23,170.18,Orthodox,27-06-1989
Guto Inocente,,7,4,0,190.5,92.99,,Orthodox,29-05-1986
Guy Mezger,,30,14,2,185.42,90.72,,Orthodox,01-01-1968
Hacran Dias,Barnabe,23,6,1,172.72,70.31,175.26,Orthodox,16-06-1984
Hailey Cowan,All Hail,7,3,0,172.72,61.23,170.18,Southpaw,12-02-1992
Haisam Rida,,0,0,0,,,,,
Hakeem Dawodu,Mean,13,4,1,172.72,65.77,185.42,Orthodox,02-07-1991
Hamdy Abdelwahab,The Hammer,5,0,0,187.96,119.75,182.88,Southpaw,22-01-1993
Han Ten Yun,,0,1,0,180.34,99.79,,,
Hannah Cifers,Shockwave,10,7,0,154.94,52.16,157.48,Orthodox,26-06-1992
Hannah Goldy,24K,6,4,0,162.56,52.16,154.94,Orthodox,18-05-1992
Hans Nijman,,9,7,0,182.88,113.4,,Switch,23-10-1959
Hans Stringer,,22,8,3,190.5,92.99,,Orthodox,06-07-1987
HanSeul Kim,Spade,13,5,0,185.42,77.11,187.96,Southpaw,19-06-1990
Harold Howard,,1,3,0,187.96,108.86,,Orthodox,
Harris Sarmiento,The Hitman,36,26,0,175.26,70.31,,Orthodox,09-09-1983
Harry Hunsucker,The Hurricane,7,6,0,187.96,92.99,190.5,Orthodox,03-01-1989
Harry Moskowitz,Dirty,6,12,0,195.58,124.74,,Orthodox,
Harvey Park,Fightbot,12,3,0,182.88,70.31,177.8,Orthodox,22-03-1986
Hashem Arkhagha,,6,1,0,187.96,83.91,190.5,Orthodox,11-09-1989
Hatsu Hioki,,29,10,2,180.34,65.77,185.42,Orthodox,18-07-1983
Haven Torres,,0,0,0,,56.7,,,
Hayato Sakurai,Mach,38,13,2,170.18,76.2,,Orthodox,24-08-1975
Hayder Hassan,Hulk,6,3,0,177.8,77.11,,,
Heath Herring,The Texas Crazy Horse,28,16,0,193.04,113.4,198.12,Orthodox,02-03-1978
Heather Clark,Hurricane,7,6,0,167.64,52.16,162.56,Orthodox,19-09-1980
Hector Aldana,,4,3,0,180.34,77.11,182.88,Orthodox,17-08-1988
Hector Lombard,,34,10,1,175.26,83.91,180.34,Southpaw,02-02-1978
Hector Ramirez,Sick Dog,10,6,1,182.88,92.99,,Orthodox,28-03-1976
Hector Sandoval,Kid Alex,14,4,0,157.48,56.7,162.56,Orthodox,19-07-1986
Hector Urbina,El Toro,17,10,1,180.34,77.11,185.42,Orthodox,17-09-1987
Helena Crevar,,0,0,0,,,,,
Helio Dipp,,6,3,0,195.58,83.91,,Orthodox,
He-Man Gipson,,1,2,0,,,,,
Henrique da Silva,Frankenstein,14,5,0,190.5,92.99,193.04,Orthodox,01-09-1989
Henrique Da Silva Lopes,Montanha,5,2,0,190.5,108.86,,,
Henrique Shiguemoto,,13,4,1,180.34,83.91,182.88,Orthodox,22-06-1989
Henry Briones,Bure,16,8,1,172.72,61.23,175.26,Orthodox,22-10-1980
Henry Cejudo,Triple C,16,3,0,162.56,61.23,162.56,Orthodox,09-02-1987
Henry Corrales,,13,3,0,175.26,65.77,,,
Henry Martinez,Sicario,9,4,0,170.18,70.31,175.26,Southpaw,07-08-1983
Henry Miller,Sentoryu,6,16,0,170.18,122.47,,Southpaw,16-07-1969
Herbert Burns,The Blaze,11,4,0,175.26,65.77,185.42,Orthodox,02-02-1988
Herdem Alacabek,,5,1,0,187.96,92.99,190.5,Orthodox,07-06-1991
Herman Renting,,1,3,0,182.88,97.52,,Switch,
Herman Terrado,,15,3,1,,77.11,,,
Hermes Franca,,24,17,0,167.64,70.31,180.34,Orthodox,26-08-1974
Hernani Perpetuo,,18,5,0,182.88,77.11,,Orthodox,24-05-1985
Herschel Walker,,2,0,0,185.42,97.52,,Orthodox,03-03-1962
Hidehiko Hasegawa,,19,20,6,175.26,77.11,,,
Hidehiko Yoshida,,6,8,1,180.34,102.06,,Orthodox,03-09-1969
Hideo Tokoro,,34,29,2,170.18,61.23,,Orthodox,22-08-1977
Hidetaka Monma,,18,11,4,182.88,76.2,,Orthodox,23-10-1973
Hilarie Rose,,4,2,0,160.02,52.16,160.02,Orthodox,11-11-1992
Hiroko Yamanaka,Cat's Eye,13,3,0,180.34,61.23,,,
Hiromitsu Kanehara,,19,27,5,177.8,90.72,,Orthodox,05-10-1970
Hiromitsu Miura,,12,7,0,175.26,77.11,180.34,Orthodox,22-09-1981
Hiroshi Izumi,,4,2,0,,92.99,,Orthodox,22-06-1982
Hirotaka Yokoi,Kaibatsu-Kun,11,5,0,180.34,92.99,,Orthodox,08-06-1978
Hiroyuki Abe,Abe Ani,8,15,3,167.64,65.77,,Orthodox,
Hiroyuki Takaya,Streetfight Bancho,21,14,2,167.64,63.05,,Orthodox,10-06-1977
Hisaki Kato,,8,2,0,182.88,83.91,,,
Hitomi Akano,Girlfight Monster,18,10,0,162.56,61.23,,Southpaw,27-07-1974
Ho Bae Myeon,,13,5,1,180.34,76.2,,Orthodox,
Ho Taek Oh,Spider,7,2,1,,70.31,,,
Holly Holm,The Preacher's Daughter,15,6,0,172.72,61.23,175.26,Southpaw,17-10-1981
Homer Moore,The Rock,26,9,2,177.8,92.99,,Orthodox,27-11-1971
Hong Man Choi,Techno Goliath,4,5,0,218.44,149.69,,Orthodox,30-10-1980
Horacio Gutierrez,The Punisher,4,3,0,177.8,65.77,,,
Houston Alexander,The Assassin,17,15,1,182.88,92.99,182.88,Orthodox,22-03-1972
Houston Dorr,,1,2,0,185.42,95.25,,Orthodox,
Hu Yaozong,Totoro,3,3,0,190.5,83.91,182.88,Orthodox,07-04-1995
Hugh Pulley,,6,3,0,182.88,70.31,,,
Hugo Cunha,Silverback,6,0,0,193.04,113.4,,,
Hugo Duarte,,6,3,0,182.88,108.86,,Orthodox,09-08-1968
Hugo Govea,,0,1,0,,,,,
Hugo Sandoval,,2,3,0,,61.23,,,
Hugo Viana,Wolverine,8,4,0,167.64,61.23,170.18,Orthodox,26-09-1982
Humberto Bandenay,,14,7,0,180.34,65.77,180.34,Southpaw,04-09-1994
Humberto Brown Morrison,,4,6,0,177.8,65.77,,,
Humberto DeLeon,,7,7,0,,61.23,,,
Hunter Azure,,9,2,0,172.72,65.77,175.26,Orthodox,02-03-1992
Hunter Worsham,The Future,7,3,0,,83.91,,,
Hussain Rasouli,,2,3,0,167.64,61.23,,,
Hyder Amil,The Hurricane,8,0,0,175.26,65.77,177.8,Switch,28-05-1990
Hyun Gyu Lim,The Ace,13,7,1,190.5,77.11,195.58,Orthodox,16-01-1985
HyunSung Park,Peace of Mind,8,0,0,170.18,56.7,167.64,Orthodox,04-11-1995
Ian Butler,,3,3,0,172.72,70.31,,,
Ian Entwistle,Enty,9,3,0,165.1,61.23,,Orthodox,19-11-1986
